0,7462,1.0
0,2497,1.0
0,9111,1.0
0,4495,1.0
1,6705,1.0
1,9258,1.0
1,1529,1.0
1,179,1.0
2,1480,1.0
2,9029,1.0
2,2453,1.0
2,6475,1.0
3,5088,1.0
3,2435,1.0
3,2916,1.0
3,9065,1.0
4,4915,1.0
4,9898,1.0
4,4632,1.0
4,4574,1.0
5,8488,1.0
5,3587,1.0
5,802,1.0
5,9147,1.0
6,7295,1.0
6,9949,1.0
6,3905,1.0
6,1855,1.0
7,6935,1.0
7,4061,1.0
7,5803,1.0
7,3804,1.0
8,666,1.0
8,4825,1.0
8,3005,1.0
8,8564,1.0
9,7698,1.0
9,5647,1.0
9,6532,1.0
9,418,1.0
10,3327,1.0
10,2267,1.0
10,2855,1.0
10,6426,1.0
11,4863,1.0
11,5503,1.0
11,4043,1.0
11,3262,1.0
12,3695,1.0
12,6412,1.0
12,7053,1.0
12,5213,1.0
13,3705,1.0
13,7378,1.0
13,1215,1.0
13,5592,1.0
14,6424,1.0
14,3672,1.0
14,4215,1.0
14,7500,1.0
15,7042,1.0
15,5102,1.0
15,402,1.0
15,430,1.0
16,5078,1.0
16,2039,1.0
16,4915,1.0
16,1771,1.0
17,9047,1.0
17,4584,1.0
17,4067,1.0
17,1709,1.0
18,7226,1.0
18,3708,1.0
18,8176,1.0
18,1277,1.0
19,8639,1.0
19,237,1.0
19,5162,1.0
19,8252,1.0
20,591,1.0
20,3518,1.0
20,2811,1.0
20,6723,1.0
21,8733,1.0
21,5798,1.0
21,2219,1.0
21,6202,1.0
22,3716,1.0
22,2184,1.0
22,7621,1.0
22,1995,1.0
23,517,1.0
23,2541,1.0
23,9601,1.0
23,1468,1.0
24,9259,1.0
24,1340,1.0
24,7650,1.0
24,7737,1.0
25,7691,1.0
25,2103,1.0
25,930,1.0
25,2367,1.0
26,4019,1.0
26,2020,1.0
26,7514,1.0
26,7569,1.0
27,4559,1.0
27,5960,1.0
27,7547,1.0
27,3184,1.0
28,4810,1.0
28,1976,1.0
28,315,1.0
28,4324,1.0
29,3240,1.0
29,2543,1.0
29,4055,1.0
29,5884,1.0
30,4322,1.0
30,1879,1.0
30,5819,1.0
30,2601,1.0
31,6399,1.0
31,4549,1.0
31,239,1.0
31,8283,1.0
32,6159,1.0
32,4321,1.0
32,3769,1.0
32,9299,1.0
33,2544,1.0
33,4562,1.0
33,2126,1.0
33,180,1.0
34,2817,1.0
34,8145,1.0
34,7142,1.0
34,8813,1.0
35,9594,1.0
35,1379,1.0
35,721,1.0
35,6121,1.0
36,9253,1.0
36,2847,1.0
36,4656,1.0
36,142,1.0
37,9237,1.0
37,8652,1.0
37,2052,1.0
37,369,1.0
38,3133,1.0
38,5206,1.0
38,4124,1.0
38,8118,1.0
39,8042,1.0
39,3354,1.0
39,8807,1.0
39,7191,1.0
40,2718,1.0
40,7475,1.0
40,653,1.0
40,7747,1.0
41,7453,1.0
41,3214,1.0
41,6062,1.0
41,9112,1.0
42,3806,1.0
42,6216,1.0
42,4912,1.0
42,2044,1.0
43,2558,1.0
43,9965,1.0
43,446,1.0
43,9836,1.0
44,7765,1.0
44,2674,1.0
44,8200,1.0
44,5103,1.0
45,7665,1.0
45,4691,1.0
45,2486,1.0
45,6575,1.0
46,7396,1.0
46,7303,1.0
46,5785,1.0
46,5770,1.0
47,1160,1.0
47,2402,1.0
47,7525,1.0
47,6552,1.0
48,7750,1.0
48,6860,1.0
48,8009,1.0
48,3767,1.0
49,1054,1.0
49,8475,1.0
49,71,1.0
49,3746,1.0
50,7770,1.0
50,4812,1.0
50,1498,1.0
50,7898,1.0
51,6147,1.0
51,9253,1.0
51,4274,1.0
51,1901,1.0
52,9434,1.0
52,9845,1.0
52,6567,1.0
52,1173,1.0
53,8382,1.0
53,2878,1.0
53,8572,1.0
53,7839,1.0
54,5371,1.0
54,701,1.0
54,845,1.0
54,8246,1.0
55,5808,1.0
55,4658,1.0
55,1243,1.0
55,75,1.0
56,9403,1.0
56,2034,1.0
56,2810,1.0
56,2694,1.0
57,1516,1.0
57,4040,1.0
57,568,1.0
57,8093,1.0
58,5137,1.0
58,6875,1.0
58,6811,1.0
58,4488,1.0
59,7963,1.0
59,8056,1.0
59,3310,1.0
59,9348,1.0
60,7985,1.0
60,8346,1.0
60,1819,1.0
60,4186,1.0
61,1588,1.0
61,8597,1.0
61,8526,1.0
61,5979,1.0
62,5284,1.0
62,1118,1.0
62,3990,1.0
62,3517,1.0
63,793,1.0
63,4710,1.0
63,2559,1.0
63,1843,1.0
64,1005,1.0
64,9552,1.0
64,5342,1.0
64,5296,1.0
65,382,1.0
65,6770,1.0
65,5806,1.0
65,9774,1.0
66,6065,1.0
66,3478,1.0
66,8019,1.0
66,3792,1.0
67,450,1.0
67,980,1.0
67,3920,1.0
67,6782,1.0
68,4035,1.0
68,145,1.0
68,6418,1.0
68,7808,1.0
69,2578,1.0
69,6693,1.0
69,463,1.0
69,2739,1.0
70,6684,1.0
70,716,1.0
70,4454,1.0
70,3013,1.0
71,166,1.0
71,4905,1.0
71,8475,1.0
72,1953,1.0
72,1969,1.0
72,6703,1.0
72,8500,1.0
73,4761,1.0
73,210,1.0
73,9517,1.0
73,8718,1.0
74,4950,1.0
74,1571,1.0
74,165,1.0
74,2706,1.0
75,4658,1.0
75,4374,1.0
75,5808,1.0
75,6211,1.0
76,3624,1.0
76,8522,1.0
76,6086,1.0
76,2374,1.0
77,2738,1.0
77,4642,1.0
77,1166,1.0
77,9284,1.0
78,8326,1.0
78,3433,1.0
78,2467,1.0
78,9484,1.0
79,1251,1.0
79,7398,1.0
79,7192,1.0
79,7649,1.0
80,5248,1.0
80,7687,1.0
80,3092,1.0
80,7251,1.0
81,6573,1.0
81,3370,1.0
81,2729,1.0
81,1440,1.0
82,4709,1.0
82,247,1.0
82,3249,1.0
82,6598,1.0
83,748,1.0
83,9196,1.0
83,3428,1.0
83,5332,1.0
84,6549,1.0
84,8512,1.0
84,8540,1.0
84,4837,1.0
85,2366,1.0
85,4417,1.0
85,6390,1.0
85,3953,1.0
86,9796,1.0
86,1780,1.0
86,2181,1.0
86,7706,1.0
87,9582,1.0
87,2072,1.0
87,6442,1.0
87,4469,1.0
88,9326,1.0
88,8827,1.0
88,5619,1.0
88,2179,1.0
89,880,1.0
89,887,1.0
89,1171,1.0
89,9454,1.0
90,8479,1.0
90,5472,1.0
90,5967,1.0
90,7121,1.0
91,2620,1.0
91,8477,1.0
91,2689,1.0
91,142,1.0
92,7964,1.0
92,3189,1.0
92,3157,1.0
92,1107,1.0
93,9474,1.0
93,3507,1.0
93,7857,1.0
93,8109,1.0
94,3075,1.0
94,1141,1.0
94,8799,1.0
94,4451,1.0
95,3707,1.0
95,8603,1.0
95,2925,1.0
95,4088,1.0
96,4471,1.0
96,345,1.0
96,1688,1.0
96,7844,1.0
97,7720,1.0
97,4410,1.0
97,589,1.0
97,7617,1.0
98,3778,1.0
98,566,1.0
98,5664,1.0
98,337,1.0
99,5337,1.0
99,3810,1.0
99,788,1.0
99,7636,1.0
100,929,1.0
100,4326,1.0
100,5556,1.0
100,1047,1.0
101,9423,1.0
101,2313,1.0
101,1861,1.0
101,6569,1.0
102,4237,1.0
102,4742,1.0
102,8045,1.0
102,8242,1.0
103,6850,1.0
103,4813,1.0
103,5791,1.0
103,1241,1.0
104,8777,1.0
104,2238,1.0
104,1317,1.0
104,2191,1.0
105,2195,1.0
105,1740,1.0
105,6135,1.0
105,9218,1.0
106,7732,1.0
106,7132,1.0
106,7759,1.0
106,2892,1.0
107,2052,1.0
107,37,1.0
107,9237,1.0
107,369,1.0
108,4482,1.0
108,6339,1.0
108,3590,1.0
108,7914,1.0
109,8762,1.0
109,3968,1.0
109,2594,1.0
109,8575,1.0
110,9887,1.0
110,3609,1.0
110,6454,1.0
110,215,1.0
111,9053,1.0
111,484,1.0
111,7598,1.0
111,8644,1.0
112,9128,1.0
112,5261,1.0
112,1352,1.0
112,6336,1.0
113,3434,1.0
113,4011,1.0
113,295,1.0
113,3148,1.0
114,1611,1.0
114,9485,1.0
114,9154,1.0
114,8941,1.0
115,3804,1.0
115,7,1.0
115,6935,1.0
115,6577,1.0
116,8544,1.0
116,4033,1.0
116,8963,1.0
116,8656,1.0
117,3477,1.0
117,9297,1.0
117,9399,1.0
117,7038,1.0
118,6571,1.0
118,7482,1.0
118,5906,1.0
118,9951,1.0
119,679,1.0
119,4305,1.0
119,3419,1.0
119,3389,1.0
120,6828,1.0
120,3557,1.0
120,4395,1.0
120,7447,1.0
121,2193,1.0
121,3051,1.0
121,3295,1.0
121,7506,1.0
122,8714,1.0
122,5627,1.0
122,886,1.0
122,4773,1.0
123,9217,1.0
123,5570,1.0
123,6543,1.0
123,2174,1.0
124,2695,1.0
124,5274,1.0
124,9544,1.0
124,7885,1.0
125,2186,1.0
125,1906,1.0
125,6801,1.0
125,3069,1.0
126,2256,1.0
126,6241,1.0
126,9200,1.0
126,1749,1.0
127,6235,1.0
127,1080,1.0
127,2692,1.0
127,8694,1.0
128,6604,1.0
128,957,1.0
128,7182,1.0
128,1645,1.0
129,2429,1.0
129,7532,1.0
129,181,1.0
129,8957,1.0
130,9485,1.0
130,8161,1.0
130,3498,1.0
130,5548,1.0
131,7426,1.0
131,4431,1.0
131,5467,1.0
131,3234,1.0
132,5867,1.0
132,8808,1.0
132,3754,1.0
132,9627,1.0
133,6796,1.0
133,7438,1.0
133,2982,1.0
133,5955,1.0
134,1181,1.0
134,8090,1.0
134,4614,1.0
134,7531,1.0
135,4087,1.0
135,2832,1.0
135,4578,1.0
135,1970,1.0
136,5674,1.0
136,8013,1.0
136,6625,1.0
136,2354,1.0
137,9543,1.0
137,416,1.0
137,3641,1.0
137,2008,1.0
138,9305,1.0
138,1682,1.0
138,7819,1.0
138,2098,1.0
139,9067,1.0
139,7893,1.0
139,9731,1.0
139,2644,1.0
140,687,1.0
140,649,1.0
140,2899,1.0
140,3637,1.0
141,2051,1.0
141,583,1.0
141,7449,1.0
141,7984,1.0
142,4656,1.0
142,2620,1.0
142,9564,1.0
142,2046,1.0
143,1648,1.0
143,9061,1.0
143,6570,1.0
143,6666,1.0
144,9413,1.0
144,6138,1.0
144,8085,1.0
144,4851,1.0
145,6525,1.0
145,7255,1.0
145,7808,1.0
146,5028,1.0
146,6251,1.0
146,3256,1.0
146,8180,1.0
147,6927,1.0
147,483,1.0
147,1510,1.0
147,5967,1.0
148,3879,1.0
148,4693,1.0
148,1001,1.0
148,6561,1.0
149,954,1.0
149,3539,1.0
149,9355,1.0
149,958,1.0
150,6483,1.0
150,2202,1.0
150,7300,1.0
150,6504,1.0
151,2151,1.0
151,5800,1.0
151,9057,1.0
151,967,1.0
152,6371,1.0
152,1806,1.0
152,8107,1.0
152,2684,1.0
153,2669,1.0
153,6089,1.0
153,4800,1.0
153,6571,1.0
154,6102,1.0
154,4783,1.0
154,1783,1.0
154,9507,1.0
155,6285,1.0
155,8309,1.0
155,6450,1.0
155,406,1.0
156,4020,1.0
156,6370,1.0
156,3422,1.0
156,5455,1.0
157,9945,1.0
157,346,1.0
