0,3528,1.0
0,896,1.0
0,770,1.0
0,3163,1.0
1,2296,1.0
1,2155,1.0
1,5674,1.0
1,5354,1.0
2,8779,1.0
2,948,1.0
2,499,1.0
2,662,1.0
3,3443,1.0
3,9829,1.0
3,1715,1.0
3,6639,1.0
4,5583,1.0
4,3854,1.0
4,7592,1.0
4,8685,1.0
5,9858,1.0
5,1092,1.0
5,9701,1.0
5,1065,1.0
6,9426,1.0
6,9991,1.0
6,6209,1.0
6,5524,1.0
7,1960,1.0
7,4900,1.0
7,351,1.0
7,7323,1.0
8,2442,1.0
8,6583,1.0
8,8794,1.0
8,3577,1.0
9,3957,1.0
9,4189,1.0
9,540,1.0
9,5007,1.0
10,7589,1.0
10,2106,1.0
10,5356,1.0
10,6564,1.0
11,6300,1.0
11,6703,1.0
11,8517,1.0
11,8081,1.0
12,3731,1.0
12,4978,1.0
12,2197,1.0
12,457,1.0
13,6227,1.0
13,2153,1.0
13,433,1.0
13,6586,1.0
14,6713,1.0
14,7208,1.0
14,2138,1.0
14,4207,1.0
15,349,1.0
15,1894,1.0
15,2048,1.0
15,935,1.0
16,5502,1.0
16,4156,1.0
16,1388,1.0
16,355,1.0
17,9501,1.0
17,1377,1.0
17,2757,1.0
17,3693,1.0
18,7046,1.0
18,2570,1.0
18,875,1.0
18,1025,1.0
19,9624,1.0
19,6679,1.0
19,9202,1.0
19,6663,1.0
20,5459,1.0
20,673,1.0
20,4675,1.0
20,3920,1.0
21,9004,1.0
21,2391,1.0
21,9413,1.0
21,2542,1.0
22,2180,1.0
22,4238,1.0
22,2813,1.0
22,4873,1.0
23,5362,1.0
23,826,1.0
23,5037,1.0
23,905,1.0
24,9399,1.0
24,2773,1.0
24,6656,1.0
24,638,1.0
25,1151,1.0
25,3694,1.0
25,5482,1.0
25,9282,1.0
26,4337,1.0
26,6907,1.0
26,3876,1.0
26,7578,1.0
27,8999,1.0
27,5912,1.0
27,4892,1.0
27,4195,1.0
28,5138,1.0
28,6816,1.0
28,4484,1.0
28,9134,1.0
29,4435,1.0
29,8842,1.0
29,7803,1.0
29,564,1.0
30,9128,1.0
30,464,1.0
30,2330,1.0
30,1486,1.0
31,9059,1.0
31,2470,1.0
31,5512,1.0
31,990,1.0
32,6016,1.0
32,2922,1.0
32,7112,1.0
32,2909,1.0
33,6942,1.0
33,9557,1.0
33,5179,1.0
33,482,1.0
34,2380,1.0
34,1968,1.0
34,5899,1.0
34,5388,1.0
35,8077,1.0
35,4679,1.0
35,3015,1.0
35,6659,1.0
36,4116,1.0
36,3050,1.0
36,3819,1.0
36,7081,1.0
37,8764,1.0
37,5011,1.0
37,2343,1.0
37,6531,1.0
38,3366,1.0
38,4069,1.0
38,1517,1.0
38,4480,1.0
39,5003,1.0
39,3127,1.0
39,5941,1.0
39,284,1.0
40,6317,1.0
40,8165,1.0
40,514,1.0
40,8237,1.0
41,4024,1.0
41,1575,1.0
41,3205,1.0
41,9006,1.0
42,2710,1.0
42,4350,1.0
42,58,1.0
42,3302,1.0
43,9509,1.0
43,4353,1.0
43,5389,1.0
43,5723,1.0
44,7614,1.0
44,3659,1.0
44,2399,1.0
44,2061,1.0
45,6940,1.0
45,6670,1.0
45,7237,1.0
45,615,1.0
46,4469,1.0
46,1646,1.0
46,6751,1.0
46,5282,1.0
47,2223,1.0
47,2993,1.0
47,922,1.0
47,1258,1.0
48,3673,1.0
48,1431,1.0
48,9844,1.0
48,8914,1.0
49,5973,1.0
49,3968,1.0
49,6689,1.0
49,2103,1.0
50,6793,1.0
50,2430,1.0
50,1382,1.0
50,4790,1.0
51,88,1.0
51,1681,1.0
51,5290,1.0
51,7396,1.0
52,8830,1.0
52,4806,1.0
52,1528,1.0
52,846,1.0
53,4814,1.0
53,4338,1.0
53,1645,1.0
53,1809,1.0
54,2450,1.0
54,3725,1.0
54,9115,1.0
54,7091,1.0
55,9956,1.0
55,958,1.0
55,403,1.0
55,937,1.0
56,2788,1.0
56,3378,1.0
56,8507,1.0
56,2690,1.0
57,554,1.0
57,6815,1.0
57,9510,1.0
57,7686,1.0
58,6220,1.0
58,1958,1.0
58,2710,1.0
59,3608,1.0
59,5964,1.0
59,97,1.0
59,6499,1.0
60,5609,1.0
60,5309,1.0
60,8221,1.0
60,512,1.0
61,1128,1.0
61,1088,1.0
61,2250,1.0
61,6163,1.0
62,5042,1.0
62,7157,1.0
62,8548,1.0
62,1024,1.0
63,5187,1.0
63,5862,1.0
63,848,1.0
63,4214,1.0
64,9672,1.0
64,3190,1.0
64,4113,1.0
64,8181,1.0
65,7647,1.0
65,1153,1.0
65,4574,1.0
65,901,1.0
66,1764,1.0
66,7520,1.0
66,4502,1.0
66,3590,1.0
67,86,1.0
67,4534,1.0
67,2861,1.0
67,7814,1.0
68,1740,1.0
68,2148,1.0
68,8368,1.0
68,1775,1.0
69,6466,1.0
69,5721,1.0
69,2914,1.0
69,9383,1.0
70,1073,1.0
70,6769,1.0
70,8760,1.0
70,9049,1.0
71,5033,1.0
71,7776,1.0
71,3458,1.0
71,2572,1.0
72,8845,1.0
72,6831,1.0
72,636,1.0
72,5084,1.0
73,8677,1.0
73,4624,1.0
73,9174,1.0
73,3903,1.0
74,9334,1.0
74,2539,1.0
74,7936,1.0
74,4291,1.0
75,5462,1.0
75,7410,1.0
75,8663,1.0
75,7528,1.0
76,9685,1.0
76,4634,1.0
76,1446,1.0
76,9263,1.0
77,6822,1.0
77,9153,1.0
77,481,1.0
77,6415,1.0
78,8657,1.0
78,8617,1.0
78,5483,1.0
78,3154,1.0
79,5241,1.0
79,6359,1.0
79,4357,1.0
79,6976,1.0
80,7165,1.0
80,6693,1.0
80,6002,1.0
80,5076,1.0
81,6672,1.0
81,8340,1.0
81,2542,1.0
81,4302,1.0
82,3423,1.0
82,4879,1.0
82,3579,1.0
82,9200,1.0
83,6044,1.0
83,8700,1.0
83,1008,1.0
83,7961,1.0
84,7362,1.0
84,8413,1.0
84,7096,1.0
84,8655,1.0
85,5115,1.0
85,161,1.0
85,6657,1.0
85,6668,1.0
86,4534,1.0
86,2861,1.0
86,7814,1.0
87,4087,1.0
87,1251,1.0
87,7473,1.0
87,8424,1.0
88,8180,1.0
88,1681,1.0
88,5290,1.0
89,3505,1.0
89,8791,1.0
89,6297,1.0
89,8797,1.0
90,2480,1.0
90,4226,1.0
90,6328,1.0
90,950,1.0
91,6417,1.0
91,2228,1.0
91,3467,1.0
91,8367,1.0
92,8004,1.0
